version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
amq-5.15.0,936.0,0.21726479146459748,0.06907588142656654,0.0,0.3271068635968723,936.0,0.5150339476236664,0.06907588142656654,0.0,0.1889661164205039
AVG,936.0,0.21726479146459748,0.06907588142656654,0.0,0.3271068635968723,936.0,0.5150339476236664,0.06907588142656654,0.0,0.1889661164205039
