version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
hive-2.1.0,2445.0,0.4288433382137628,0.06002654228750671,0.0,0.08497970230040595,1700.0,0.44597364568081993,0.10818183533538615,0.0,0.3147496617050068
AVG,2445.0,0.4288433382137628,0.06002654228750671,0.0,0.08497970230040595,1700.0,0.44597364568081993,0.10818183533538615,0.0,0.3147496617050068
