version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
tika-1.17,14.0,0.37722772277227723,0.0888785365488441,0.0,0.2521246458923513,14.0,0.5168316831683168,0.0888785365488441,0.0,0.29745042492917845
AVG,14.0,0.37722772277227723,0.0888785365488441,0.0,0.2521246458923513,14.0,0.5168316831683168,0.0888785365488441,0.0,0.29745042492917845
