version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
ww-2.3.24,198.0,0.2404227212681638,0.13457674921763318,0.0,0.16195190947666196,198.0,0.24834874504623514,0.13607870030521965,0.0,0.19165487977369167
AVG,198.0,0.2404227212681638,0.13457674921763318,0.0,0.16195190947666196,198.0,0.24834874504623514,0.13607870030521965,0.0,0.19165487977369167
