version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
nutch-1.15,575.0,0.5775280898876405,0.08712233843130664,0.0,0.2740286298568507,575.0,0.597752808988764,0.08712233843130664,0.0,0.30265848670756645
AVG,575.0,0.5775280898876405,0.08712233843130664,0.0,0.2740286298568507,575.0,0.597752808988764,0.08712233843130664,0.0,0.30265848670756645
