version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
hbase-0.98.11,585.0,0.40453514739229024,0.06984993220380392,0.0,0.6165084002921841,585.0,0.5433106575963719,0.06984993220380392,0.0,0.3148283418553689
AVG,585.0,0.40453514739229024,0.06984993220380392,0.0,0.6165084002921841,585.0,0.5433106575963719,0.06984993220380392,0.0,0.3148283418553689
