version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
bookkeeper-4.4.0,37.0,0.1537242472266244,0.2498344590120514,0.0,0.021367521367521368,516.0,0.2091917591125198,0.16618659780161568,0.0,0.3247863247863248
AVG,37.0,0.1537242472266244,0.2498344590120514,0.0,0.021367521367521368,516.0,0.2091917591125198,0.16618659780161568,0.0,0.3247863247863248
