version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
mng-3.6.0,174.0,0.4879032258064516,0.1343612115417177,0.0,0.21255349500713266,174.0,0.28225806451612906,0.09959064152747482,0.0,0.1783166904422254
AVG,174.0,0.4879032258064516,0.1343612115417177,0.0,0.21255349500713266,174.0,0.28225806451612906,0.09959064152747482,0.0,0.1783166904422254
