version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
log4j2-2.10,28.0,0.4554140127388535,0.1586460553654158,0.0,0.062376237623762376,495.0,0.34968152866242036,0.0608454757566181,0.0,0.13762376237623763
AVG,28.0,0.4554140127388535,0.1586460553654158,0.0,0.062376237623762376,495.0,0.34968152866242036,0.0608454757566181,0.0,0.13762376237623763
