version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
mahout-0.8,1005.0,0.07938388625592417,0.31492689197150664,0.0,0.1376597836774828,191.0,0.2037914691943128,0.132330887472551,0.0,0.24385447394296952
AVG,1005.0,0.07938388625592417,0.31492689197150664,0.0,0.1376597836774828,191.0,0.2037914691943128,0.132330887472551,0.0,0.24385447394296952
