version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
groovy-2.5.5,5227.0,0.4346604215456675,0.06485163876831108,0.0,0.06952303961196443,516.0,0.5615925058548009,0.05539960693814804,0.0,0.2368633791430881
AVG,5227.0,0.4346604215456675,0.06485163876831108,0.0,0.06952303961196443,516.0,0.5615925058548009,0.05539960693814804,0.0,0.2368633791430881
