version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
nifi-1.8.0,1099.0,0.32110323886639675,0.1086014923268842,0.0,0.10445299615173172,882.0,0.37626518218623484,0.09452950299197084,0.0,0.22594832325453545
AVG,1099.0,0.32110323886639675,0.1086014923268842,0.0,0.10445299615173172,882.0,0.37626518218623484,0.09452950299197084,0.0,0.22594832325453545
