version,ifa_self,recall@20_self,effort@20%R_self,hit@10_self,pmi@20_self,ifa_others,recall@20_others,effort@20%R_others,hit@10_others,pmi@20_others
cassandra-1.2.11,7007.0,0.2251497005988024,0.13422568636794702,0.0,0.13096695226438188,5451.0,0.20958083832335328,0.13156938697516857,0.0,0.2607099143206854
AVG,7007.0,0.2251497005988024,0.13422568636794702,0.0,0.13096695226438188,5451.0,0.20958083832335328,0.13156938697516857,0.0,0.2607099143206854
