Name,IFA,R@15,R@20,R@25,R@30,Effort@15,Effort@20,Effort@25,Effort@30,PMI@15,PMI@20,PMI@25,PMI@30,Hit@5,Hit@10,Hit@15,Hit@20
AdaBoost,85.17570588235294,0.3446823529411765,0.40890588235294123,0.46406470588235293,0.5094235294117647,0.0568235294117647,0.08505882352941176,0.11818235294117647,0.1477,0.4086235294117647,0.4480647058823529,0.4908823529411765,0.5275,0.5107705882352941,0.5676294117647058,0.596664705882353,0.6571176470588235
Bagging,62.85,0.3644470588235294,0.4304823529411765,0.48296470588235296,0.5316882352941177,0.06085294117647059,0.08320000000000001,0.11571176470588236,0.14378235294117647,0.4277588235294118,0.45616470588235297,0.5185411764705883,0.5564529411764706,0.5375823529411764,0.5901941176470589,0.6647117647058823,0.7088294117647059
BalancedBagging,55.15100588235294,0.3715941176470588,0.43391176470588233,0.4877823529411765,0.5324764705882352,0.050241176470588234,0.07233529411764705,0.10970588235294118,0.14128823529411763,0.42521176470588234,0.47554705882352943,0.5114,0.5537117647058823,0.5450294117647059,0.6038529411764706,0.6538529411764706,0.6783705882352941
BalancedRandomForest,67.83175294117646,0.3512294117647059,0.4098294117647059,0.46932352941176475,0.5131705882352942,0.05724705882352941,0.07505294117647059,0.11106470588235294,0.1416235294117647,0.4532529411764706,0.49938823529411763,0.5350882352941175,0.5654823529411764,0.5721058823529411,0.6662235294117647,0.7495588235294117,0.7598058823529412
BernoulliNB,58.277747058823536,0.3542117647058824,0.42209411764705884,0.4740117647058823,0.5135470588235294,0.055711764705882356,0.0838,0.11390588235294118,0.14445882352941175,0.37124117647058824,0.40661764705882353,0.4419882352941176,0.5200705882352942,0.6028764705882353,0.6626764705882353,0.6891470588235294,0.7626764705882353
ExtraTrees,82.02421176470588,0.3599294117647059,0.42254117647058825,0.4827764705882353,0.5227882352941177,0.06280000000000001,0.08562352941176471,0.11282941176470587,0.1432764705882353,0.39192941176470586,0.44011764705882356,0.49117647058823527,0.5358235294117647,0.5024294117647059,0.6451941176470588,0.7442117647058824,0.7706823529411765
GradientBoost,58.41524117647059,0.35209411764705884,0.4209294117647059,0.4711529411764706,0.5153705882352941,0.05823529411764706,0.0840764705882353,0.11958823529411765,0.14760588235294117,0.4208411764705882,0.4570705882352941,0.4948294117647059,0.5309764705882353,0.6948294117647058,0.7007117647058824,0.7154176470588236,0.7572470588235295
LightGBM,93.52340588235293,0.35458235294117646,0.41666470588235294,0.4692764705882353,0.5134235294117646,0.06050588235294117,0.08758235294117647,0.12021764705882353,0.14761764705882352,0.37779411764705884,0.4163529411764706,0.47157647058823526,0.517035294117647,0.5086352941176471,0.5837529411764706,0.6691647058823529,0.7044588235294117
LogisticRegression,117.30431764705884,0.34802352941176473,0.41041176470588236,0.46738823529411766,0.5029882352941177,0.0582764705882353,0.08010588235294118,0.11633529411764706,0.15314117647058825,0.42055882352941176,0.4658,0.5038588235294118,0.5375235294117647,0.4869117647058823,0.5339705882352942,0.5895235294117648,0.6434470588235294
Pearson,41.60947647058824,0.3734529411764706,0.43331176470588234,0.48601176470588237,0.5373941176470588,0.04892941176470588,0.07097058823529412,0.10097058823529412,0.1302470588235294,0.41637058823529416,0.4416058823529412,0.45931176470588236,0.48280588235294114,0.6783647058823529,0.7533176470588235,0.7592,0.8088235294117647
RandomForest,118.30441764705881,0.3625235294117647,0.4250529411764706,0.4743588235294118,0.5243705882352941,0.053911764705882353,0.0859764705882353,0.11170000000000001,0.1407764705882353,0.3806588235294117,0.4244058823529412,0.47517647058823526,0.5273235294117647,0.5357588235294118,0.6097352941176472,0.6597352941176471,0.7003764705882353
XGBoost,53.64123529411764,0.3619235294117647,0.4205764705882353,0.484464705882353,0.527535294117647,0.05794705882352941,0.0763235294117647,0.10803529411764706,0.14373529411764704,0.4304,0.47747058823529415,0.5211764705882352,0.5602235294117647,0.6123000000000001,0.6475941176470589,0.7034764705882353,0.7191647058823529
deepseek-chat-rank,1005.9283529411764,0.18085294117647058,0.22767647058823529,0.2945705882352941,0.33738823529411766,0.15822941176470587,0.20229999999999998,0.2562647058823529,0.2994235294117647,0.2160764705882353,0.2560705882352941,0.30202352941176475,0.3482647058823529,0.11585882352941175,0.12664705882352942,0.16156470588235294,0.2049235294117647
deepseek-chat-score,955.2979,0.1811470588235294,0.22801176470588236,0.2948470588235294,0.33768235294117643,0.1582235294117647,0.20163529411764705,0.2560294117647059,0.29854705882352944,0.2198529411764706,0.25984117647058824,0.30554117647058826,0.35155294117647057,0.18937058823529412,0.2479529411764706,0.2832470588235294,0.3662764705882353
deepseek-reasoner-rank,891.0966941176471,0.18101764705882353,0.22759411764705884,0.2946294117647059,0.3376,0.15811764705882353,0.20244117647058824,0.25585294117647056,0.29949411764705886,0.21712941176470588,0.25711764705882356,0.3029470588235294,0.34911764705882353,0.01895294117647059,0.07338823529411764,0.10868235294117647,0.16795294117647058
deepseek-reasoner-score,1594.4073647058824,0.17743529411764705,0.22721176470588236,0.2893705882352941,0.3326235294117647,0.16111176470588237,0.20358823529411763,0.25975882352941176,0.29958823529411766,0.16158235294117648,0.2056941176470588,0.2528588235294118,0.30601176470588237,0.19346470588235293,0.35394117647058826,0.39948235294117646,0.40483529411764707
原始顺序,4102.55474117647,0.14071764705882353,0.18890588235294117,0.23417058823529413,0.2756470588235294,0.24880588235294118,0.2806235294117647,0.31988823529411764,0.3599117647058824,0.17495882352941175,0.22523529411764706,0.27328823529411767,0.3154529411764706,0.0,0.0,0.0,0.07647058823529412
